Age,Gender,JobRole,Department,MonthlyIncome,TotalAllowances,TenureYears,Attendance_LateCount,Attendance_AbsentCount,Attendance_HalfDayCount,Leave_TotalDaysApproved,Leave_RequestCount,Attrition,DataSource,SampleWeight
32,Male,Account Manager,Sales,356846.62,21153.35,0.3,2,0,1,7.3,3,Yes,Local_Synthetic,0.5
43,Male,Senior Project Manager,Operations,163929.53,17409.47,10.95,3,2,1,10.6,5,Yes,Local_Synthetic,0.5
26,Male,DevOps Engineer,Engineering,109532.49,6862.91,1.1,2,0,1,4.1,3,No,Local_Synthetic,0.5
41,Female,HR Executive,HR,85837.18,10742.69,2.47,2,0,0,8.1,3,No,Local_Synthetic,0.5
25,Female,Senior Software Engineer,Engineering,214800.36,21644.94,2.15,3,1,2,13.3,5,No,Local_Synthetic,0.5
44,Female,Marketing Manager,Marketing,604237.95,73924.37,4.46,3,0,0,5.1,3,Yes,Local_Synthetic,0.5
43,Female,Senior Project Manager,Operations,439541.22,60189.1,3.63,0,0,1,2.5,1,No,Local_Synthetic,0.5
24,Male,Senior Account Manager,Sales,291147.85,32869.08,8.01,2,0,1,8.3,4,No,Local_Synthetic,0.5
47,Male,Senior Account Manager,Sales,192207.88,21381.96,0.66,1,1,0,11.3,4,No,Local_Synthetic,0.5
36,Male,DevOps Engineer,Engineering,68254.61,8563.02,3.61,2,0,0,5.2,2,No,Local_Synthetic,0.5
48,Male,HR Manager,HR,288328.29,38706.78,1.5,4,2,3,4.3,4,No,Local_Synthetic,0.5
23,Female,Project Manager,Operations,284234.3,38913.2,2.5,1,1,1,2.8,1,No,Local_Synthetic,0.5
28,Female,Senior Accountant,Finance,270005.2,14483.89,14.51,1,0,2,5.9,2,No,Local_Synthetic,0.5
38,Male,Marketing Executive,Marketing,138497.33,14627.95,1.89,2,0,1,12.4,5,No,Local_Synthetic,0.5
28,Female,HR Executive,HR,129880.02,9302.91,4.13,1,2,0,5.0,4,No,Local_Synthetic,0.5
33,Female,Senior Account Manager,Sales,157275.35,21394.89,2.24,1,0,2,10.5,4,No,Local_Synthetic,0.5
44,Male,HR Manager,HR,227735.6,26153.1,0.69,5,3,1,9.2,4,Yes,Local_Synthetic,0.5
26,Female,Senior Account Manager,Sales,403686.76,37148.16,0.08,3,3,1,1.7,1,No,Local_Synthetic,0.5
45,Female,Marketing Executive,Marketing,86723.55,5967.48,5.46,4,4,0,13.8,5,Yes,Local_Synthetic,0.5
25,Female,Account Manager,Sales,259554.68,21777.25,0.33,1,1,2,4.3,2,No,Local_Synthetic,0.5
27,Female,HR Executive,HR,105080.69,12649.38,0.69,2,0,0,10.8,4,No,Local_Synthetic,0.5
41,Male,Finance Controller,Finance,292753.15,20620.35,3.2,0,1,0,11.7,5,No,Local_Synthetic,0.5
48,Female,Senior Software Engineer,Engineering,239687.58,14227.45,1.31,0,3,3,3.2,2,No,Local_Synthetic,0.5
27,Male,HR Executive,HR,234799.09,32590.79,2.14,1,0,1,11.8,4,No,Local_Synthetic,0.5
32,Female,HR Manager,HR,342894.52,43349.08,2.19,2,0,1,2.1,1,No,Local_Synthetic,0.5
53,Male,Senior Account Manager,Sales,165681.68,11594.32,0.08,0,1,0,8.1,4,No,Local_Synthetic,0.5
55,Male,DevOps Engineer,Engineering,97846.02,7752.45,7.72,1,1,0,5.4,3,No,Local_Synthetic,0.5
41,Female,Software Engineer,Engineering,63410.6,9334.49,14.2,1,0,2,1.3,1,Yes,Local_Synthetic,0.5
37,Male,Senior Software Engineer,Engineering,222291.83,26856.95,2.4,5,2,0,9.5,4,No,Local_Synthetic,0.5
33,Male,HR Executive,HR,156253.4,17352.28,1.45,2,1,1,9.3,5,No,Local_Synthetic,0.5
42,Female,Senior Software Engineer,Engineering,230002.61,18575.67,7.95,0,1,0,2.9,1,Yes,Local_Synthetic,0.5
42,Male,Digital Marketer,Marketing,104572.79,8356.67,1.88,1,0,4,14.7,5,No,Local_Synthetic,0.5
32,Female,Sales Executive,Sales,106757.93,5759.84,3.41,0,0,0,12.7,5,Yes,Local_Synthetic,0.5
22,Male,Accountant,Finance,112731.75,13848.89,7.24,2,0,0,4.5,3,No,Local_Synthetic,0.5
27,Male,Project Manager,Operations,215344.97,11697.01,1.51,1,0,2,12.2,5,No,Local_Synthetic,0.5
54,Female,HR Executive,HR,114854.82,5798.53,6.74,0,1,0,2.1,2,Yes,Local_Synthetic,0.5
36,Male,Marketing Executive,Marketing,205687.8,25289.21,4.0,1,0,0,10.6,4,No,Local_Synthetic,0.5
38,Male,Software Engineer,Engineering,96608.38,13997.34,3.59,2,1,0,7.9,4,No,Local_Synthetic,0.5
37,Female,Sales Executive,Sales,254709.28,32004.3,6.18,2,0,1,8.6,3,No,Local_Synthetic,0.5
48,Female,Account Manager,Sales,693566.61,67389.72,0.08,0,2,0,8.8,5,No,Local_Synthetic,0.5
24,Male,DevOps Engineer,Engineering,58721.83,5790.24,1.31,2,1,2,7.6,5,Yes,Local_Synthetic,0.5
24,Female,Senior Account Manager,Sales,287999.07,26960.64,0.79,7,2,0,12.0,4,Yes,Local_Synthetic,0.5
31,Female,Sales Executive,Sales,92755.99,7649.06,1.15,1,0,0,6.2,3,No,Local_Synthetic,0.5
38,Female,Operations Executive,Operations,106642.31,10895.8,1.48,0,1,0,13.6,5,No,Local_Synthetic,0.5
44,Male,Account Manager,Sales,217621.34,20263.83,0.9,2,0,0,8.5,3,No,Local_Synthetic,0.5
38,Female,Digital Marketer,Marketing,58257.93,6397.7,2.09,1,1,0,8.1,4,No,Local_Synthetic,0.5
36,Female,Senior Project Manager,Operations,183834.28,25702.24,1.24,1,2,0,1.9,1,No,Local_Synthetic,0.5
53,Female,Marketing Manager,Marketing,264297.63,39512.74,1.96,3,1,0,4.2,2,No,Local_Synthetic,0.5
27,Male,Senior Software Engineer,Engineering,172104.57,9960.44,2.28,2,3,0,13.5,5,No,Local_Synthetic,0.5
41,Female,Marketing Executive,Marketing,187989.64,16631.13,0.95,1,2,1,8.8,3,No,Local_Synthetic,0.5
40,Female,Accountant,Finance,101537.55,6911.72,3.4,3,3,0,5.0,3,Yes,Local_Synthetic,0.5
38,Male,Marketing Executive,Marketing,374275.28,31892.76,4.12,2,1,1,12.4,5,No,Local_Synthetic,0.5
49,Female,HR Executive,HR,119540.82,9413.52,5.45,1,0,1,3.1,2,No,Local_Synthetic,0.5
31,Female,Marketing Manager,Marketing,288183.28,19439.03,0.8,5,3,1,4.4,2,No,Local_Synthetic,0.5
54,Male,Accountant,Finance,88967.67,11246.19,3.47,0,0,2,2.6,1,No,Local_Synthetic,0.5
33,Female,DevOps Engineer,Engineering,133466.99,13297.17,4.8,1,0,0,5.5,2,No,Local_Synthetic,0.5
40,Male,HR Manager,HR,438162.51,62186.02,0.17,0,0,0,5.7,3,No,Local_Synthetic,0.5
39,Female,QA Engineer,Engineering,87452.99,4657.68,2.0,3,1,1,7.0,4,No,Local_Synthetic,0.5
50,Female,Digital Marketer,Marketing,53409.35,3028.19,3.33,2,0,0,3.0,2,No,Local_Synthetic,0.5
36,Female,Senior Account Manager,Sales,304617.34,27515.28,1.04,4,3,2,3.8,3,Yes,Local_Synthetic,0.5
31,Male,Sales Executive,Sales,94551.21,5486.59,6.43,0,0,0,3.5,2,No,Local_Synthetic,0.5
22,Female,Accountant,Finance,233566.48,17814.81,4.53,0,2,0,13.7,5,No,Local_Synthetic,0.5
34,Male,HR Executive,HR,185835.26,27615.67,0.66,1,0,1,5.5,3,No,Local_Synthetic,0.5
50,Female,Senior Software Engineer,Engineering,290895.83,20623.34,2.09,0,0,1,1.6,1,No,Local_Synthetic,0.5
22,Female,Project Manager,Operations,105661.37,7376.41,11.74,0,0,0,9.9,4,No,Local_Synthetic,0.5
52,Male,Marketing Manager,Marketing,188938.81,20285.24,2.79,0,2,0,2.9,2,No,Local_Synthetic,0.5
40,Male,Project Manager,Operations,368667.1,36792.91,4.98,1,1,0,7.6,5,No,Local_Synthetic,0.5
26,Male,Accountant,Finance,214037.6,23125.44,8.66,1,0,1,5.7,2,No,Local_Synthetic,0.5
32,Female,HR Executive,HR,206407.39,18096.46,2.08,0,1,0,5.8,5,No,Local_Synthetic,0.5
40,Male,Finance Controller,Finance,148114.32,19651.25,0.34,0,0,1,7.3,4,No,Local_Synthetic,0.5
32,Male,Accountant,Finance,155583.99,9935.29,0.87,1,2,1,2.2,1,No,Local_Synthetic,0.5
25,Male,QA Engineer,Engineering,108492.52,10072.37,2.32,1,1,1,5.8,4,No,Local_Synthetic,0.5
44,Male,QA Engineer,Engineering,48643.88,5787.46,2.05,1,1,4,6.2,4,No,Local_Synthetic,0.5
44,Male,Senior Account Manager,Sales,279116.09,38189.68,2.84,2,1,1,4.3,3,No,Local_Synthetic,0.5
26,Male,HR Manager,HR,312413.17,27166.56,4.62,0,2,1,1.7,1,No,Local_Synthetic,0.5
31,Male,Senior Software Engineer,Engineering,248261.78,26508.04,5.32,1,1,0,8.4,3,No,Local_Synthetic,0.5
30,Female,Senior Software Engineer,Engineering,133476.42,7596.68,3.73,3,1,1,7.5,4,No,Local_Synthetic,0.5
44,Male,Digital Marketer,Marketing,72552.99,4863.37,10.01,1,0,1,1.8,1,No,Local_Synthetic,0.5
46,Female,HR Executive,HR,124846.57,7105.49,12.65,3,1,2,3.5,2,No,Local_Synthetic,0.5
46,Female,Accountant,Finance,132929.26,16322.13,4.57,2,0,0,11.7,4,No,Local_Synthetic,0.5
53,Female,Senior Accountant,Finance,223497.68,17612.96,6.81,3,0,0,3.7,3,No,Local_Synthetic,0.5
48,Male,Operations Executive,Operations,119891.62,14671.68,1.8,0,0,0,13.7,5,No,Local_Synthetic,0.5
32,Male,Project Manager,Operations,275588.03,15609.26,0.5,2,0,0,3.3,2,No,Local_Synthetic,0.5
25,Female,Senior Account Manager,Sales,334210.64,45537.8,2.95,0,1,1,11.7,4,No,Local_Synthetic,0.5
42,Female,Marketing Manager,Marketing,247898.38,33107.58,9.07,7,2,0,4.9,3,Yes,Local_Synthetic,0.5
53,Female,HR Executive,HR,121299.82,7143.69,0.56,1,0,0,2.3,2,No,Local_Synthetic,0.5
55,Male,Marketing Manager,Marketing,290537.08,15217.07,1.53,0,1,1,10.2,5,No,Local_Synthetic,0.5
29,Male,HR Executive,HR,71473.15,3975.97,3.49,0,1,0,5.8,4,No,Local_Synthetic,0.5
30,Male,Senior Software Engineer,Engineering,338865.63,45869.87,2.01,0,0,1,7.5,3,No,Local_Synthetic,0.5
23,Male,Operations Executive,Operations,139972.41,10283.82,0.19,1,1,1,4.6,2,No,Local_Synthetic,0.5
26,Female,Software Engineer,Engineering,80958.34,8486.65,14.54,3,0,1,11.9,5,No,Local_Synthetic,0.5
40,Male,Operations Executive,Operations,195957.82,18150.48,2.72,1,0,2,1.4,1,No,Local_Synthetic,0.5
40,Male,Software Engineer,Engineering,44530.84,5769.08,1.02,3,1,0,2.4,1,No,Local_Synthetic,0.5
34,Female,Senior Account Manager,Sales,127135.83,12572.44,1.74,1,1,1,1.6,1,No,Local_Synthetic,0.5
32,Female,Accountant,Finance,154080.28,15418.21,0.1,0,0,1,12.0,4,No,Local_Synthetic,0.5
50,Male,Digital Marketer,Marketing,79829.38,11887.33,2.82,1,2,0,2.5,1,No,Local_Synthetic,0.5
37,Male,HR Manager,HR,299723.5,19485.91,5.76,2,1,0,8.7,4,No,Local_Synthetic,0.5
49,Female,DevOps Engineer,Engineering,69643.44,9267.48,2.82,0,0,0,2.7,1,No,Local_Synthetic,0.5
54,Female,Senior Account Manager,Sales,365231.38,20151.63,5.2,2,1,0,8.7,4,No,Local_Synthetic,0.5
32,Female,Marketing Executive,Marketing,194040.33,18970.33,2.36,1,0,0,8.4,4,No,Local_Synthetic,0.5
28,Female,Senior Project Manager,Operations,339808.6,47108.85,5.1,5,3,0,7.4,5,Yes,Local_Synthetic,0.5
54,Female,QA Engineer,Engineering,73978.77,8620.11,2.47,2,0,1,4.7,2,No,Local_Synthetic,0.5
43,Male,HR Executive,HR,66950.34,7935.05,3.58,5,5,1,1.7,1,No,Local_Synthetic,0.5
31,Male,Account Manager,Sales,380879.89,29073.22,6.73,2,0,0,4.3,4,No,Local_Synthetic,0.5
43,Female,Senior Account Manager,Sales,456450.87,41928.43,15.0,2,1,0,7.9,3,Yes,Local_Synthetic,0.5
39,Male,Digital Marketer,Marketing,97066.29,8411.58,1.88,1,1,2,5.5,5,No,Local_Synthetic,0.5
52,Male,Accountant,Finance,102901.02,10510.76,12.06,1,3,2,2.3,1,No,Local_Synthetic,0.5
30,Male,Senior Account Manager,Sales,366613.21,35276.55,0.39,3,2,2,3.9,3,No,Local_Synthetic,0.5
55,Female,Finance Controller,Finance,395045.71,32666.26,3.18,1,2,0,1.9,1,Yes,Local_Synthetic,0.5
53,Male,HR Manager,HR,522338.63,42073.36,2.46,5,3,0,8.2,3,No,Local_Synthetic,0.5
28,Male,DevOps Engineer,Engineering,61509.62,4618.47,3.02,2,1,1,1.2,1,Yes,Local_Synthetic,0.5
27,Male,HR Manager,HR,255751.88,22123.75,6.46,5,0,0,9.3,4,Yes,Local_Synthetic,0.5
40,Male,Account Manager,Sales,377548.27,24538.43,1.73,0,0,0,8.9,4,No,Local_Synthetic,0.5
23,Female,Sales Executive,Sales,142841.55,19599.35,14.71,2,0,1,2.7,1,Yes,Local_Synthetic,0.5
32,Male,Digital Marketer,Marketing,57215.7,6305.85,2.78,0,0,1,4.0,3,Yes,Local_Synthetic,0.5
36,Female,Operations Executive,Operations,161864.27,10258.74,5.12,1,0,0,7.8,3,No,Local_Synthetic,0.5
54,Male,Senior Software Engineer,Engineering,352924.54,42134.23,3.11,8,1,0,7.6,4,No,Local_Synthetic,0.5
55,Female,Digital Marketer,Marketing,82139.21,11069.63,2.58,2,0,0,5.6,3,No,Local_Synthetic,0.5
27,Female,Finance Controller,Finance,305705.91,22546.9,2.01,5,0,0,5.2,3,Yes,Local_Synthetic,0.5
52,Female,Marketing Executive,Marketing,127880.39,8319.91,0.09,1,0,0,8.9,5,No,Local_Synthetic,0.5
25,Female,Operations Executive,Operations,234871.85,11945.99,13.75,1,1,0,6.1,3,Yes,Local_Synthetic,0.5
47,Male,HR Manager,HR,195295.29,10687.54,3.65,0,1,0,6.1,5,No,Local_Synthetic,0.5
50,Female,Accountant,Finance,113986.52,14387.96,9.66,0,1,1,9.3,5,No,Local_Synthetic,0.5
52,Female,Senior Accountant,Finance,281233.08,41824.6,14.15,4,3,0,11.5,5,No,Local_Synthetic,0.5
29,Female,Senior Project Manager,Operations,397967.85,21684.48,5.42,2,1,0,10.0,5,Yes,Local_Synthetic,0.5
52,Female,Account Manager,Sales,153828.81,19198.93,1.68,8,2,4,5.3,4,No,Local_Synthetic,0.5
25,Female,Account Manager,Sales,165781.54,9480.42,2.22,3,4,1,5.2,3,Yes,Local_Synthetic,0.5
39,Female,Senior Account Manager,Sales,123927.68,13534.55,0.35,1,1,1,5.7,3,No,Local_Synthetic,0.5
37,Female,Account Manager,Sales,283685.92,35633.09,8.3,0,1,0,4.7,2,No,Local_Synthetic,0.5
32,Female,QA Engineer,Engineering,57198.91,4914.56,4.11,0,0,3,14.0,5,No,Local_Synthetic,0.5
22,Male,Senior Software Engineer,Engineering,240079.37,12266.49,9.62,0,0,0,8.4,4,No,Local_Synthetic,0.5
48,Male,Marketing Executive,Marketing,176465.39,19326.3,8.48,0,1,0,11.8,5,No,Local_Synthetic,0.5
33,Male,QA Engineer,Engineering,65994.0,9841.32,0.14,0,5,0,4.6,4,No,Local_Synthetic,0.5
44,Male,Marketing Executive,Marketing,151804.14,11500.95,6.18,1,0,1,8.7,3,No,Local_Synthetic,0.5
35,Male,DevOps Engineer,Engineering,73129.02,5042.18,0.51,0,0,1,3.3,2,No,Local_Synthetic,0.5
34,Male,Project Manager,Operations,366366.91,22858.58,0.27,3,2,2,8.5,5,No,Local_Synthetic,0.5
52,Male,Account Manager,Sales,338607.23,35731.72,3.98,2,0,0,5.8,4,No,Local_Synthetic,0.5
25,Male,Senior Accountant,Finance,212303.35,23277.9,2.13,0,1,0,5.8,5,No,Local_Synthetic,0.5
47,Female,Account Manager,Sales,261734.05,33823.13,5.51,0,1,0,7.7,3,No,Local_Synthetic,0.5
47,Female,HR Executive,HR,201734.53,25278.81,11.45,5,4,1,4.4,3,No,Local_Synthetic,0.5
34,Female,HR Executive,HR,160665.46,22373.33,1.93,2,1,0,1.6,1,No,Local_Synthetic,0.5
30,Male,Senior Accountant,Finance,160133.01,20909.73,3.23,2,1,3,1.4,1,No,Local_Synthetic,0.5
22,Male,HR Executive,HR,176109.99,13160.12,0.08,1,0,1,11.8,4,No,Local_Synthetic,0.5
53,Female,Finance Controller,Finance,181443.69,19158.23,0.81,2,0,0,5.1,2,No,Local_Synthetic,0.5
54,Male,Operations Executive,Operations,229527.3,18302.78,3.92,5,3,2,2.9,1,No,Local_Synthetic,0.5
30,Female,HR Manager,HR,421756.92,34996.77,0.08,1,0,0,10.9,4,No,Local_Synthetic,0.5
23,Male,HR Executive,HR,154949.98,22187.97,3.67,1,1,0,11.3,4,No,Local_Synthetic,0.5
26,Male,QA Engineer,Engineering,83864.0,9911.85,3.47,1,1,2,2.0,1,No,Local_Synthetic,0.5
24,Female,HR Executive,HR,130123.13,19187.83,0.34,3,0,0,4.0,3,No,Local_Synthetic,0.5
50,Male,Senior Software Engineer,Engineering,367307.43,33678.88,9.1,3,1,2,5.0,3,No,Local_Synthetic,0.5
52,Male,Senior Account Manager,Sales,241405.56,25044.32,5.08,1,0,2,1.6,1,Yes,Local_Synthetic,0.5
27,Female,Marketing Executive,Marketing,152032.13,15007.33,8.39,2,1,1,9.7,4,Yes,Local_Synthetic,0.5
47,Male,Software Engineer,Engineering,103918.5,6310.84,0.58,1,1,2,2.1,2,No,Local_Synthetic,0.5
28,Female,HR Manager,HR,223646.57,16476.09,4.91,1,1,1,6.4,5,No,Local_Synthetic,0.5
34,Male,Marketing Executive,Marketing,112840.46,11595.9,1.47,1,0,1,2.4,1,No,Local_Synthetic,0.5
42,Male,Marketing Executive,Marketing,92168.14,5229.38,10.66,4,0,0,6.2,5,No,Local_Synthetic,0.5
46,Female,Senior Software Engineer,Engineering,182911.15,26183.03,2.33,4,0,1,1.1,1,No,Local_Synthetic,0.5
51,Male,QA Engineer,Engineering,46224.41,2883.68,3.37,1,0,3,4.9,4,No,Local_Synthetic,0.5
23,Female,HR Manager,HR,374923.17,26168.92,1.14,4,3,2,9.5,4,No,Local_Synthetic,0.5
28,Female,Finance Controller,Finance,577296.17,73046.51,2.25,1,1,1,3.8,3,No,Local_Synthetic,0.5
31,Female,Marketing Manager,Marketing,495179.92,29559.0,4.88,1,0,0,2.6,2,No,Local_Synthetic,0.5
32,Male,Sales Executive,Sales,79242.51,11096.15,3.72,6,3,1,1.5,1,No,Local_Synthetic,0.5
55,Female,Senior Software Engineer,Engineering,374177.94,45863.03,0.08,0,0,0,5.0,2,No,Local_Synthetic,0.5
48,Female,Sales Executive,Sales,230299.27,13095.3,0.13,3,0,0,5.6,4,No,Local_Synthetic,0.5
32,Female,Marketing Executive,Marketing,119314.03,14220.41,2.14,0,2,0,4.3,4,No,Local_Synthetic,0.5
55,Male,Software Engineer,Engineering,82472.17,9332.79,5.27,2,0,0,2.8,1,No,Local_Synthetic,0.5
38,Female,HR Manager,HR,125415.52,15769.11,3.27,3,0,1,2.8,1,No,Local_Synthetic,0.5
39,Male,DevOps Engineer,Engineering,86664.77,11510.8,0.7,1,0,2,4.1,3,No,Local_Synthetic,0.5
36,Female,DevOps Engineer,Engineering,58146.09,7084.23,5.68,2,1,0,4.6,3,No,Local_Synthetic,0.5
26,Male,Digital Marketer,Marketing,84937.62,9225.72,11.8,0,0,3,6.9,5,No,Local_Synthetic,0.5
53,Female,DevOps Engineer,Engineering,50082.21,4119.08,1.44,5,1,3,9.8,4,No,Local_Synthetic,0.5
22,Female,Sales Executive,Sales,169295.01,20269.25,2.28,1,0,1,4.5,3,No,Local_Synthetic,0.5
27,Male,Marketing Manager,Marketing,421826.75,61458.96,2.06,0,1,2,8.6,3,No,Local_Synthetic,0.5
29,Female,Finance Controller,Finance,204694.3,22260.95,1.22,0,0,0,10.6,4,No,Local_Synthetic,0.5
31,Female,Software Engineer,Engineering,56880.35,6622.83,1.49,6,4,1,6.5,3,No,Local_Synthetic,0.5
26,Male,HR Executive,HR,65827.28,6168.86,1.25,3,0,1,4.1,4,No,Local_Synthetic,0.5
22,Male,Marketing Manager,Marketing,251696.55,31616.13,0.71,4,0,1,2.8,1,No,Local_Synthetic,0.5
45,Female,HR Executive,HR,114215.22,17105.64,0.21,1,1,1,12.3,5,No,Local_Synthetic,0.5
54,Male,Finance Controller,Finance,150563.04,9943.02,1.18,1,2,1,12.9,5,No,Local_Synthetic,0.5
26,Male,Finance Controller,Finance,335625.89,23574.54,7.6,0,2,2,3.4,3,No,Local_Synthetic,0.5
32,Female,Senior Accountant,Finance,233878.43,24310.21,1.36,0,0,0,7.3,3,No,Local_Synthetic,0.5
39,Male,Sales Executive,Sales,96075.55,9428.62,0.94,1,1,1,7.8,3,No,Local_Synthetic,0.5
53,Female,Digital Marketer,Marketing,67738.51,7258.65,5.44,1,2,0,14.6,5,No,Local_Synthetic,0.5
45,Male,Marketing Executive,Marketing,203689.96,11184.09,1.81,1,2,1,2.2,1,Yes,Local_Synthetic,0.5
48,Female,Senior Software Engineer,Engineering,356368.17,32225.53,5.01,0,0,2,4.0,2,No,Local_Synthetic,0.5
41,Male,Project Manager,Operations,265809.31,28786.57,4.07,2,0,0,7.4,4,No,Local_Synthetic,0.5
36,Female,Project Manager,Operations,358680.35,38923.68,4.07,1,0,0,9.6,4,No,Local_Synthetic,0.5
28,Female,Operations Executive,Operations,93253.65,10792.56,1.27,1,0,0,5.7,2,No,Local_Synthetic,0.5
51,Male,HR Executive,HR,141595.15,17277.67,2.99,1,1,2,2.2,1,No,Local_Synthetic,0.5
49,Male,HR Manager,HR,296995.96,33903.49,10.16,6,2,0,4.4,3,No,Local_Synthetic,0.5
22,Female,Marketing Executive,Marketing,118771.28,15324.38,4.75,0,1,1,4.1,4,No,Local_Synthetic,0.5
46,Female,Software Engineer,Engineering,91164.37,10253.81,4.28,0,1,1,9.0,4,No,Local_Synthetic,0.5
24,Female,Senior Project Manager,Operations,204919.3,21260.53,2.12,1,1,0,2.7,1,No,Local_Synthetic,0.5
47,Male,Marketing Executive,Marketing,167348.7,18512.05,4.08,4,1,2,1.1,1,No,Local_Synthetic,0.5
50,Female,Project Manager,Operations,349160.99,20991.33,2.57,1,2,1,3.6,2,No,Local_Synthetic,0.5
26,Female,HR Executive,HR,50432.53,3899.22,0.63,1,0,0,8.6,3,No,Local_Synthetic,0.5
36,Male,Accountant,Finance,212352.88,21817.13,1.24,0,1,0,2.0,1,No,Local_Synthetic,0.5
26,Male,Senior Software Engineer,Engineering,82742.76,11360.48,0.6,0,2,2,1.4,1,No,Local_Synthetic,0.5
41,Male,Digital Marketer,Marketing,66500.66,7840.77,3.83,0,0,1,5.1,3,No,Local_Synthetic,0.5
53,Female,HR Executive,HR,200439.86,11834.13,0.35,4,1,0,3.6,2,No,Local_Synthetic,0.5
24,Male,Software Engineer,Engineering,72736.3,7944.8,0.32,2,2,0,4.9,4,No,Local_Synthetic,0.5
35,Male,Operations Executive,Operations,83803.71,6048.43,0.76,2,0,0,2.3,1,No,Local_Synthetic,0.5
55,Female,Senior Accountant,Finance,180782.52,22308.86,1.67,2,0,3,10.9,5,No,Local_Synthetic,0.5
32,Male,Finance Controller,Finance,422230.72,56048.63,0.62,2,1,1,2.3,1,No,Local_Synthetic,0.5
26,Female,Software Engineer,Engineering,44951.1,4915.21,4.59,2,0,0,6.7,3,No,Local_Synthetic,0.5
38,Female,Operations Executive,Operations,207844.31,22683.35,2.71,3,1,0,5.2,5,No,Local_Synthetic,0.5
39,Female,Senior Accountant,Finance,273896.08,22968.69,15.0,1,0,2,5.4,4,No,Local_Synthetic,0.5
44,Female,Project Manager,Operations,173787.18,16444.61,11.95,3,2,0,6.7,5,No,Local_Synthetic,0.5
32,Female,Operations Executive,Operations,114154.43,15571.9,2.51,1,1,1,1.2,1,No,Local_Synthetic,0.5
54,Female,Sales Executive,Sales,98063.37,11996.29,2.23,4,1,0,9.9,4,No,Local_Synthetic,0.5
39,Female,Account Manager,Sales,395946.73,40376.81,0.42,0,1,1,1.2,1,No,Local_Synthetic,0.5
31,Male,Digital Marketer,Marketing,99659.06,8652.72,5.77,1,2,2,9.3,4,Yes,Local_Synthetic,0.5
54,Male,Senior Accountant,Finance,140769.69,7747.68,12.34,1,0,0,2.7,2,No,Local_Synthetic,0.5
53,Female,HR Executive,HR,121557.23,7816.22,2.31,2,1,1,4.9,4,No,Local_Synthetic,0.5
38,Male,Senior Account Manager,Sales,198247.32,13739.04,5.53,3,1,0,1.3,1,No,Local_Synthetic,0.5
22,Female,Senior Accountant,Finance,469746.69,41026.9,0.08,0,0,0,10.1,5,No,Local_Synthetic,0.5
42,Female,Project Manager,Operations,163163.04,23563.09,15.0,0,0,0,6.9,3,Yes,Local_Synthetic,0.5
40,Female,Software Engineer,Engineering,129450.09,13011.72,0.37,2,1,1,7.9,3,No,Local_Synthetic,0.5
27,Male,Finance Controller,Finance,276295.71,20303.32,5.29,1,1,0,3.8,3,No,Local_Synthetic,0.5
43,Male,Marketing Manager,Marketing,175917.62,10656.21,0.19,1,2,1,2.2,1,No,Local_Synthetic,0.5
50,Male,Sales Executive,Sales,110453.7,9259.39,1.2,3,0,1,5.1,2,Yes,Local_Synthetic,0.5
25,Female,Senior Account Manager,Sales,203190.11,26734.35,1.4,5,3,1,6.5,4,Yes,Local_Synthetic,0.5
46,Female,Marketing Manager,Marketing,168164.43,14854.68,3.7,0,1,1,5.8,5,No,Local_Synthetic,0.5
26,Female,Software Engineer,Engineering,82308.53,10473.81,0.23,6,2,1,6.6,5,No,Local_Synthetic,0.5
47,Female,HR Manager,HR,171335.46,22319.96,1.57,2,0,2,3.5,3,No,Local_Synthetic,0.5
36,Female,HR Executive,HR,65268.81,3986.75,0.85,1,0,0,5.5,2,No,Local_Synthetic,0.5
22,Female,Operations Executive,Operations,122578.99,13589.84,0.43,0,1,0,5.3,3,No,Local_Synthetic,0.5
54,Male,Software Engineer,Engineering,46579.93,6796.46,5.9,2,1,2,6.1,3,No,Local_Synthetic,0.5
27,Female,HR Executive,HR,107596.28,9706.67,1.68,2,1,0,5.1,2,No,Local_Synthetic,0.5
42,Male,QA Engineer,Engineering,60903.81,3355.46,0.34,1,1,1,3.5,2,No,Local_Synthetic,0.5
28,Female,Project Manager,Operations,197611.54,28126.1,2.01,2,1,0,11.5,5,No,Local_Synthetic,0.5
53,Female,Accountant,Finance,282020.43,39022.22,0.69,1,1,0,2.3,2,No,Local_Synthetic,0.5
47,Male,HR Executive,HR,142791.64,14595.32,0.08,4,1,1,2.0,1,No,Local_Synthetic,0.5
49,Female,HR Manager,HR,308875.41,32501.51,0.39,1,1,1,4.8,4,Yes,Local_Synthetic,0.5
36,Male,DevOps Engineer,Engineering,46951.12,3341.7,4.18,2,0,0,6.0,4,Yes,Local_Synthetic,0.5
37,Female,Marketing Manager,Marketing,215552.47,28441.09,0.08,0,1,1,3.2,2,No,Local_Synthetic,0.5
43,Male,Accountant,Finance,150957.5,15074.62,1.67,7,1,0,9.7,4,No,Local_Synthetic,0.5
48,Male,Senior Account Manager,Sales,185857.09,9922.5,2.45,0,3,0,11.7,5,No,Local_Synthetic,0.5
50,Female,HR Manager,HR,402628.68,47631.57,1.05,0,0,2,12.5,5,No,Local_Synthetic,0.5
22,Male,Project Manager,Operations,173072.57,25104.11,2.82,4,1,0,4.5,4,No,Local_Synthetic,0.5
